algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	contains	20	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	52.4577586	LENOVO.20ERCTO1WW	52.90665145	52.747532327	4194304	20170829-0552	6	100	0.05	6	105.493900247	53.223861250000006	8266579	197
invokevirtual	contains	20	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	51.587852000000005	LENOVO.20ERCTO1WW	51.86290575	51.8173144825	4194304	20170829-0557	6	100	0.05	6	103.63578862	52.017563100000004	8391253	197
invokeinterface	contains	17	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	51.723193529411766	LENOVO.20ERCTO1WW	51.802906529411764	56.344632008235294	4194304	20170829-0602	6	100	0.05	6	95.829671508	62.8518644117647	8391253	169
instanceof	contains	13	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	80.343192	LENOVO.20ERCTO1WW	81.07689784615384	81.34781626076924	4194304	20170829-0607	6	100	0.05	6	105.751954004	82.57565723076924	8266579	134
defmulti	contains	1	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	2312.264169	LENOVO.20ERCTO1WW	2329.9188475	2327.6669111	4194304	20170829-0614	6	100	0.05	6	232.76227821	2345.641494	8391253	5
hashmaps	contains	3	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	324.5987096666667	LENOVO.20ERCTO1WW	340.11896333333334	333.9271396133334	4194304	20170829-0619	6	100	0.05	6	100.167183129	342.1602021666667	8391253	31
nonvolatile	contains	4	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	304.10983200000004	LENOVO.20ERCTO1WW	306.182854875	312.34095703250006	4194304	20170829-0624	6	100	0.05	6	124.922656201	322.3660365	8391253	36
signatures	contains	4	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	241.98742675000003	LENOVO.20ERCTO1WW	249.598813125	248.8484787675	4194304	20170829-0629	6	100	0.05	6	99.536880745	255.96193660000006	8391253	43
nohierarchy	contains	4	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	262.75375925	LENOVO.20ERCTO1WW	272.97961525	268.83788138500006	4194304	20170829-0635	6	100	0.05	6	107.530082157	275.22323165	8391253	43
dynafun	contains	6	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	174.93778766666668	LENOVO.20ERCTO1WW	178.425145	178.95631640500002	4194304	20170829-0640	6	100	0.05	6	107.355901232	182.59899733333336	8391253	61
