algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	contains	78	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	12.980704115384617	LENOVO.20ERCTO1WW	12.99061569871795	12.995634721254007	1048576	20170906-0547	6	256	0.05	6	259.496674385	13.011874192307694	2066682	817
invokevirtual	contains	79	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	12.798245493670887	LENOVO.20ERCTO1WW	12.815502765822785	12.813526878609572	1048576	20170906-0554	6	256	0.05	6	259.140973636	12.827885446202533	2097889	793
invokeinterface	contains	65	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	12.789766723076925	LENOVO.20ERCTO1WW	12.802993076923077	12.833178200060098	1048576	20170906-0600	6	256	0.05	6	213.523247554	12.843934480769231	2097889	661
protocols	contains	45	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	22.57379568888889	LENOVO.20ERCTO1WW	22.690255611111112	22.653952954253477	1048576	20170906-0606	6	256	0.05	6	260.970641453	22.729998744444448	2097889	465
instanceof	contains	51	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	19.28291831372549	LENOVO.20ERCTO1WW	19.34421530392157	19.3348552388174	1048576	20170906-0613	6	256	0.05	6	252.43435953	19.36931688235294	2066682	507
instancefn	contains	45	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	22.39657337777778	LENOVO.20ERCTO1WW	22.394814866666668	22.477227128732643	1048576	20170906-0620	6	256	0.05	6	258.937586877	22.549678755555558	2097889	481
defmulti	contains	3	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	374.8981176666667	LENOVO.20ERCTO1WW	378.0119878333333	377.8573827304688	1048576	20170906-0627	6	256	0.05	6	290.19386567	381.1111496666667	2097889	31
hashmaps	contains	14	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	74.06819914285714	LENOVO.20ERCTO1WW	76.11465164285714	75.52945950558036	1048576	20170906-0634	6	256	0.05	6	270.699220967	76.99718307142857	2097889	141
signatures	contains	15	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	64.41712646666667	LENOVO.20ERCTO1WW	65.59011713333334	66.13193010494791	1048576	20170906-0640	6	256	0.05	6	253.949465165	68.21065966666667	2097889	169
nohierarchy	contains	15	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	68.51164748333333	LENOVO.20ERCTO1WW	69.93888713333334	69.94649748151042	1048576	20170906-0647	6	256	0.05	6	268.587832347	71.26370881666668	2097889	148
dynafun	contains	49	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	20.616894428571428	LENOVO.20ERCTO1WW	20.68099105102041	20.704819602279976	1048576	20170906-0654	6	256	0.05	6	259.72234418	20.777993719387755	2097889	497
dynamap	contains	37	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	27.395116297297303	LENOVO.20ERCTO1WW	27.63632191891892	27.632992412478888	1048576	20170906-0700	6	256	0.05	6	261.739858754	27.83322491891892	2097889	391
