algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	contains	77	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	13.01455636038961	LENOVO.20ERCTO1WW	13.0451995	13.03244090817776	1048576	20170923-0650	6	256	0.05	6	256.89557073	13.048412879870131	2066682.0	24109
invokevirtual	contains	78	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	12.898785243589746	LENOVO.20ERCTO1WW	12.919507282051281	12.915330082582132	1048576	20170923-0701	6	256	0.05	6	257.892997459	12.929752016025642	2097889.0	22400
invokeinterface	contains	78	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	12.951974820512822	LENOVO.20ERCTO1WW	12.961598897435897	12.967211164112582	1048576	20170923-0713	6	256	0.05	6	258.929878608	12.98425768269231	2097889.0	21883
protocols	contains	45	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	22.576559866666667	LENOVO.20ERCTO1WW	22.68516741111111	22.662301321006947	1048576	20170923-0724	6	256	0.05	6	261.069213065	22.72006455555556	2097889.0	12293
instanceof	contains	53	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	19.067088320754717	LENOVO.20ERCTO1WW	19.094934141509434	19.108885388856134	1048576	20170923-0736	6	256	0.05	6	259.271330927	19.151024886792456	2066682.0	14677
instancefn	contains	48	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	20.839158083333338	LENOVO.20ERCTO1WW	20.947515177083332	20.91421210441081	1048576	20170923-0747	6	256	0.05	6	256.992690342	20.972407875000002	2097889.0	13525
defmulti	contains	2	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	564.0094910000001	LENOVO.20ERCTO1WW	568.3755315	572.83855115625	1048576	20170923-0800	6	256	0.05	6	293.293203627	580.7488675	2097889.0	571
hashmaps	contains	13	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	78.10963446153846	LENOVO.20ERCTO1WW	79.98478011538461	80.1106144498197	1048576	20170923-0812	6	256	0.05	6	266.623045114	81.98921615384614	2097889.0	3858
signatures	contains	17	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	60.93329108823529	LENOVO.20ERCTO1WW	62.467248147058825	62.32945524241728	1048576	20170923-0823	6	256	0.05	6	271.266029714	63.63396927941176	2097889.0	4691
nohierarchy	contains	16	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	65.30426025000001	LENOVO.20ERCTO1WW	66.2046250625	66.4178241928711	1048576	20170923-0835	6	256	0.05	6	272.059866933	67.41984465625	2097889.0	4194
dynafun	contains	47	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	21.308700026595748	LENOVO.20ERCTO1WW	21.298322382978725	21.458330206283247	1048576	20170923-0846	6	256	0.05	6	258.184176979	21.60247859574468	2097889.0	13189
dynamap	contains	36	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	27.923948222222222	LENOVO.20ERCTO1WW	28.120856152777776	28.170740295030384	1048576	20170923-0858	6	256	0.05	6	259.622850278	28.426426333333335	2097889.0	10076
