algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	contains	77	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	13.015735600649352	LENOVO.20ERCTO1WW	13.00965101948052	13.0317560438819	1048576	20170919-0407	6	256	0.05	6	256.880830077	13.048001974025974	2066682.0	883
invokevirtual	contains	78	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	12.899653589743592	LENOVO.20ERCTO1WW	12.918859653846154	12.914305872245594	1048576	20170919-0414	6	256	0.05	6	257.874417175	12.930598121794873	2097889.0	827
invokeinterface	contains	65	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	12.944478796153847	LENOVO.20ERCTO1WW	12.953431492307692	12.977458950721156	1048576	20170919-0420	6	256	0.05	6	215.93747764	12.980004861538461	2097889.0	649
protocols	contains	44	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	23.112455159090906	LENOVO.20ERCTO1WW	23.271796102272727	23.218007601118607	1048576	20170919-0427	6	256	0.05	6	261.528742936	23.315908999999998	2097889.0	469
instanceof	contains	52	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	19.112949711538462	LENOVO.20ERCTO1WW	19.14348748076923	19.164482835787258	1048576	20170919-0434	6	256	0.05	6	255.113417832	19.196768173076922	2066682.0	517
instancefn	contains	47	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	21.0034210106383	LENOVO.20ERCTO1WW	21.087122936170214	21.091458334275266	1048576	20170919-0441	6	256	0.05	6	253.770690111	21.162125111702128	2097889.0	505
defmulti	contains	2	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	550.8797695000001	LENOVO.20ERCTO1WW	561.50166275	563.7910317226563	1048576	20170919-0448	6	256	0.05	6	288.664595153	573.931280875	2097889.0	19
hashmaps	contains	13	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	77.92314553846154	LENOVO.20ERCTO1WW	80.75079846153847	79.79888717097356	1048576	20170919-0455	6	256	0.05	6	265.582615443	81.65533938461539	2097889.0	141
signatures	contains	17	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	60.08660076470588	LENOVO.20ERCTO1WW	61.295392	61.3771762578125	1048576	20170919-0502	6	256	0.05	6	267.102658909	62.579413	2097889.0	177
nohierarchy	contains	16	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	63.434207609375	LENOVO.20ERCTO1WW	63.1927035625	64.69155216479493	1048576	20170919-0509	6	256	0.05	6	264.977778472	66.0536354375	2097889.0	169
dynafun	contains	48	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	20.91399941666667	LENOVO.20ERCTO1WW	20.995951854166666	21.012358146728516	1048576	20170919-0516	6	256	0.05	6	258.203247254	21.089885270833335	2097889.0	496
dynamap	contains	37	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	27.238120459459463	LENOVO.20ERCTO1WW	27.43586139189189	27.416507133868247	1048576	20170919-0523	6	256	0.05	6	259.688031286	27.58072491891892	2097889.0	391
