algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	contains	20	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	52.153932149999996	LENOVO.20ERCTO1WW	52.4280925	52.394933439499994	4194304	20170901-0559	6	100	0.05	6	104.789874171	52.6378518	8266579	204
invokevirtual	contains	20	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	51.51342245	LENOVO.20ERCTO1WW	52.02968845	51.9127429185	4194304	20170901-0604	6	100	0.05	6	103.826168142	52.24390676749999	8391253	197
invokeinterface	contains	16	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	52.047498187500004	LENOVO.20ERCTO1WW	52.11666046875	56.884064270625004	4194304	20170901-0609	6	100	0.05	6	91.032353532	63.083996875000004	8391253	169
instanceof	contains	13	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	79.82720930769231	LENOVO.20ERCTO1WW	80.34041488461538	81.04596554846154	4194304	20170901-0614	6	100	0.05	6	105.355654474	82.27216185384616	8266579	127
defmulti	contains	1	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	2338.011099	LENOVO.20ERCTO1WW	2358.581876	2392.8316825700003	4194304	20170901-0621	6	100	0.05	6	239.293537337	2509.312442	8391253	5
hashmaps	contains	3	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	331.2929916666667	LENOVO.20ERCTO1WW	339.7956208333333	340.4993465466667	4194304	20170901-0626	6	100	0.05	6	102.155937748	354.56768933333336	8391253	31
nonvolatile	contains	4	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	301.047135	LENOVO.20ERCTO1WW	310.033972375	310.27206122000007	4194304	20170901-0631	6	100	0.05	6	124.088361654	319.75421531250004	8391253	36
signatures	contains	5	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	241.3977704	LENOVO.20ERCTO1WW	245.7431278	248.11549355600002	4194304	20170901-0636	6	100	0.05	6	124.050265174	255.24454476000003	8391253	43
nohierarchy	contains	4	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	252.6278235	LENOVO.20ERCTO1WW	259.04759875	258.81372188	4194304	20170901-0641	6	100	0.05	6	103.524470951	264.329201125	8391253	43
dynafun	contains	6	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	169.50764066666667	LENOVO.20ERCTO1WW	177.50301133333335	174.49920165333336	4194304	20170901-0646	6	100	0.05	6	104.711193409	179.93706551666665	8391253	61
dynarity	contains	8	IntegerIntervals-integer_interval-IntegerArray-uniformInteger	128.20619299999998	LENOVO.20ERCTO1WW	130.2946005625	130.81163374625	4194304	20170901-0651	6	100	0.05	6	104.648253094	133.59919349375	8391253	91
