algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokeinterface	contains	36	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	28.225972493055558	LENOVO.20ERCTO1WW	28.275557763888887	28.296348922417536	1048576	20170921-0059	6	256	0.05	6	260.780410889	28.360480750000004	2095026.0	12445
protocols	contains	7	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	143.40618042857142	LENOVO.20ERCTO1WW	144.7583842142857	144.39159623381695	1048576	20170921-0112	6	256	0.05	6	258.749288986	145.32818435714285	2095026.0	2443
instanceof	contains	30	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	33.632823933333334	LENOVO.20ERCTO1WW	33.834821833333336	33.74338806028646	1048576	20170921-0124	6	256	0.05	6	259.143273602	33.836702925000004	2087215.0	9331
instancefn	contains	28	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	35.900565598214286	LENOVO.20ERCTO1WW	36.13651492857143	36.051806724330355	1048576	20170921-0136	6	256	0.05	6	258.418582954	36.18068582142857	2095026.0	8191
defmulti	contains	2	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	561.833605	LENOVO.20ERCTO1WW	572.39623975	571.1746282441406	1048576	20170921-0150	6	256	0.05	6	292.439719417	579.6252245000001	2095026.0	577
hashmaps	contains	9	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	115.42453066666668	LENOVO.20ERCTO1WW	118.06062322222222	118.48854016232639	1048576	20170921-0202	6	256	0.05	6	272.991978764	121.74293958333335	2095026.0	2611
signatures	contains	11	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	94.69305818181819	LENOVO.20ERCTO1WW	96.95294731818181	96.30802457208806	1048576	20170921-0214	6	256	0.05	6	271.195867085	97.68429709090908	2095026.0	3016
nohierarchy	contains	12	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	89.28517358333335	LENOVO.20ERCTO1WW	90.17368170833333	90.48355112597658	1048576	20170921-0227	6	256	0.05	6	277.963661019	91.71887308333335	2095026.0	3056
dynafun	contains	19	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	53.340379000000006	LENOVO.20ERCTO1WW	53.8553295	53.78482656599507	1048576	20170921-0239	6	256	0.05	6	261.610737669	54.19388910526316	2095026.0	5833
dynamap	contains	19	Sets-IntervalOf2-NumberArray-uniformDoubleOrInteger	53.63392557894738	LENOVO.20ERCTO1WW	54.15724915789474	54.04035212273849	1048576	20170921-0252	6	256	0.05	6	262.854132543	54.45913038157895	2095026.0	5845
