algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokevirtual	axpy	30	d22s-d22-d2s-d2-d2s-d2	33.02789109166667	LENOVO.20ERCTO1WW	33.314732666666664	33.28141437174479	1048576	20170905-2118	6	256	0.05	6	255.587873089	33.63214286666667	214086.32199250092	613
invokeinterface	axpy	21	d22s-d22-d2s-d2-d2s-d2	48.43076957142858	LENOVO.20ERCTO1WW	48.70571461904762	48.71404684077382	1048576	20170905-2127	6	256	0.05	6	261.884508092	49.02570528571429	214086.32199250092	225
protocols	axpy	20	d22s-d22-d2s-d2-d2s-d2	50.44814255000001	LENOVO.20ERCTO1WW	51.060362425	50.80526963183594	1048576	20170905-2136	6	256	0.05	6	260.120978101	51.164170775	214086.32199250092	201
instanceof	axpy	30	d22s-d22-d2s-d2-d2s-d2	33.1662536	LENOVO.20ERCTO1WW	33.542208783333336	33.353810000911466	1048576	20170905-2145	6	256	0.05	6	256.151753899	33.9047957	214086.32199250092	301
instancefn	axpy	30	d22s-d22-d2s-d2-d2s-d2	33.45238710833333	LENOVO.20ERCTO1WW	33.57158306666667	33.853838341536466	1048576	20170905-2154	6	256	0.05	6	259.985124849	34.364877566666664	214086.32199250092	298
defmulti	axpy	3	d22s-d22-d2s-d2-d2s-d2	354.51820000000004	LENOVO.20ERCTO1WW	361.81266616666665	359.67373588541676	1048576	20170905-2203	6	256	0.05	6	276.241472449	365.7587475	214086.32199250092	31
hashmaps	axpy	10	d22s-d22-d2s-d2-d2s-d2	96.7780508	LENOVO.20ERCTO1WW	97.78833705	99.04368741328125	1048576	20170905-2212	6	256	0.05	6	253.530584154	101.725979275	214086.32199250092	113
signatures	axpy	12	d22s-d22-d2s-d2-d2s-d2	82.37191214583333	LENOVO.20ERCTO1WW	86.82161258333333	85.18247239127605	1048576	20170905-2221	6	256	0.05	6	261.687369803	87.26278933333334	214086.32199250092	141
nohierarchy	axpy	19	d22s-d22-d2s-d2-d2s-d2	52.97555784210527	LENOVO.20ERCTO1WW	53.53325592105263	53.91899994469573	1048576	20170905-2230	6	256	0.05	6	262.263823411	55.376747842105274	214086.32199250092	199
dynafun	axpy	27	d22s-d22-d2s-d2-d2s-d2	37.4274628888889	LENOVO.20ERCTO1WW	37.55754261111111	37.92977431640625	1048576	20170905-2239	6	256	0.05	6	262.172563113	38.39566607407408	214086.32199250092	277
dynamap	axpy	20	d22s-d22-d2s-d2-d2s-d2	50.375080600000004	LENOVO.20ERCTO1WW	50.770257025	51.02657573984375	1048576	20170905-2249	6	256	0.05	6	261.255792095	51.67818455	214086.32199250092	201
