algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokeinterface	axpy	12	linearfunctions-m22-vectors-v2-vectors-v2	83.26310108333334	LENOVO.20ERCTO1WW	84.25725895833334	84.1646057623698	1048576	20170923-0134	6	256	0.05	6	258.551238731	84.91066075	214037.0690506851	4093
protocols	axpy	5	linearfunctions-m22-vectors-v2-vectors-v2	246.45445160000003	LENOVO.20ERCTO1WW	247.9009613	248.25441095	1048576	20170923-0151	6	256	0.05	6	317.764484538	250.1522301	214037.0690506851	1897
instanceof	axpy	12	linearfunctions-m22-vectors-v2-vectors-v2	88.07872216666668	LENOVO.20ERCTO1WW	89.62307945833334	89.13567029589845	1048576	20170923-0206	6	256	0.05	6	273.824673031	89.96987531250002	214037.0690506851	3613
instancefn	axpy	12	linearfunctions-m22-vectors-v2-vectors-v2	89.07096541666668	LENOVO.20ERCTO1WW	90.30624766666666	90.09495251334637	1048576	20170923-0221	6	256	0.05	6	276.770857932	91.07615472916667	214037.0690506851	3595
defmulti	axpy	2	linearfunctions-m22-vectors-v2-vectors-v2	634.4662105000001	LENOVO.20ERCTO1WW	639.24578975	641.632740341797	1048576	20170923-0237	6	256	0.05	6	328.509894177	647.507261	214037.07288064115	511
hashmaps	axpy	5	linearfunctions-m22-vectors-v2-vectors-v2	203.95815220000003	LENOVO.20ERCTO1WW	209.8615789	207.50278158281253	1048576	20170923-0252	6	256	0.05	6	265.605480437	211.0996601	214037.07288064115	1525
signatures	axpy	6	linearfunctions-m22-vectors-v2-vectors-v2	168.23211191666667	LENOVO.20ERCTO1WW	169.21912816666668	170.1737388059896	1048576	20170923-0306	6	256	0.05	6	261.391137509	171.95664825	214037.07288064115	1867
nohierarchy	axpy	7	linearfunctions-m22-vectors-v2-vectors-v2	146.60301671428573	LENOVO.20ERCTO1WW	147.96667021428573	147.8397930876116	1048576	20170923-0321	6	256	0.05	6	264.9294471	148.93391171428573	214037.07288064115	2209
dynafun	axpy	7	linearfunctions-m22-vectors-v2-vectors-v2	165.4581312857143	LENOVO.20ERCTO1WW	167.05659471428572	166.98690098493304	1048576	20170923-0336	6	256	0.05	6	299.241235116	168.42911757142855	214037.07288064115	1691
dynamap	axpy	7	linearfunctions-m22-vectors-v2-vectors-v2	165.4631324285714	LENOVO.20ERCTO1WW	167.96442071428572	167.12721012165176	1048576	20170923-0351	6	256	0.05	6	299.496509828	168.5738795357143	214037.07288064115	1611
