algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokevirtual	axpy	31	d22s-d22-d2s-d2-d2s-d2	32.23148806451613	LENOVO.20ERCTO1WW	32.26297927419355	32.35148412386593	1048576	20170920-1412	6	256	0.05	6	256.74477055	32.77053219354839	214086.32199250092	15541
invokeinterface	axpy	21	d22s-d22-d2s-d2-d2s-d2	47.840956857142864	LENOVO.20ERCTO1WW	47.964875880952384	48.10521485100447	1048576	20170920-1426	6	256	0.05	6	258.60546494	48.342519809523814	214086.32199250092	6084
protocols	axpy	20	d22s-d22-d2s-d2-d2s-d2	49.6797244	LENOVO.20ERCTO1WW	50.193301125	50.26680433925782	1048576	20170920-1439	6	256	0.05	6	257.365241765	50.70279355	214086.32199250092	5554
instanceof	axpy	31	d22s-d22-d2s-d2-d2s-d2	32.83069422580646	LENOVO.20ERCTO1WW	32.98358887096774	33.015690253528234	1048576	20170920-1453	6	256	0.05	6	262.005323607	33.1704420967742	214086.32199250092	8977
instancefn	axpy	31	d22s-d22-d2s-d2-d2s-d2	33.2210315483871	LENOVO.20ERCTO1WW	33.4440755483871	33.39291029485888	1048576	20170920-1507	6	256	0.05	6	265.006111677	33.566867088709685	214086.32199250092	8977
defmulti	axpy	3	d22s-d22-d2s-d2-d2s-d2	356.52148833333337	LENOVO.20ERCTO1WW	361.95832283333334	361.8663548320313	1048576	20170920-1522	6	256	0.05	6	277.919034806	367.6980783333334	214086.32199250092	889
hashmaps	axpy	11	d22s-d22-d2s-d2-d2s-d2	96.72125627272727	LENOVO.20ERCTO1WW	100.48653645454546	99.23211643678978	1048576	20170920-1536	6	256	0.05	6	279.435770944	101.78440418181818	214086.32199250092	2869
signatures	axpy	14	d22s-d22-d2s-d2-d2s-d2	71.72965792857143	LENOVO.20ERCTO1WW	73.25358328571429	73.37359284012277	1048576	20170920-1550	6	256	0.05	6	262.968834711	74.8965349642857	214086.32199250092	4208
nohierarchy	axpy	19	d22s-d22-d2s-d2-d2s-d2	52.657583421052635	LENOVO.20ERCTO1WW	53.75240560526316	53.484189334703956	1048576	20170920-1604	6	256	0.05	6	260.139989834	54.42664578947369	214086.32199250092	5465
dynafun	axpy	27	d22s-d22-d2s-d2-d2s-d2	36.790799962962964	LENOVO.20ERCTO1WW	37.20277133333333	37.328720284432876	1048576	20170920-1617	6	256	0.05	6	258.00475946	37.786364750000004	214086.32199250092	7921
dynamap	axpy	20	d22s-d22-d2s-d2-d2s-d2	50.77273765	LENOVO.20ERCTO1WW	51.3164454	51.50852471660156	1048576	20170920-1631	6	256	0.05	6	263.722472298	52.1633187125	214086.32199250092	5869
