algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokeinterface	axpy	13	linearfunctions-m22-vectors-v2-vectors-v2	83.03593153846153	LENOVO.20ERCTO1WW	83.771461	83.7675922938702	1048576	20170919-0041	6	256	0.05	6	278.785357033	84.49325921153847	214037.0690506851	163
protocols	axpy	5	linearfunctions-m22-vectors-v2-vectors-v2	246.7258626	LENOVO.20ERCTO1WW	249.3386284	248.6431774671875	1048576	20170919-0051	6	256	0.05	6	318.265707911	250.5696518	214037.0690506851	41
instanceof	axpy	12	linearfunctions-m22-vectors-v2-vectors-v2	88.95201525000002	LENOVO.20ERCTO1WW	89.5867725	89.82817993457031	1048576	20170919-0101	6	256	0.05	6	275.945279015	90.69523116666669	214037.0690506851	127
instancefn	axpy	12	linearfunctions-m22-vectors-v2-vectors-v2	89.00583475000002	LENOVO.20ERCTO1WW	90.817267125	90.24758850065105	1048576	20170919-0110	6	256	0.05	6	277.236200488	91.19307687500002	214037.0690506851	111
defmulti	axpy	2	linearfunctions-m22-vectors-v2-vectors-v2	633.4384631250001	LENOVO.20ERCTO1WW	647.4368095	641.8825638320312	1048576	20170919-0121	6	256	0.05	6	328.647987271	650.42930825	214037.07288064115	16
hashmaps	axpy	5	linearfunctions-m22-vectors-v2-vectors-v2	201.0695076	LENOVO.20ERCTO1WW	206.0960741	205.56028883515626	1048576	20170919-0131	6	256	0.05	6	263.123478528	209.6507512	214037.07288064115	64
signatures	axpy	6	linearfunctions-m22-vectors-v2-vectors-v2	171.9172882916667	LENOVO.20ERCTO1WW	174.52163916666666	174.52013391471354	1048576	20170919-0140	6	256	0.05	6	268.059541167	176.8065525	214037.07288064115	67
nohierarchy	axpy	7	linearfunctions-m22-vectors-v2-vectors-v2	145.85026442857145	LENOVO.20ERCTO1WW	146.4508532142857	147.12714542578126	1048576	20170919-0150	6	256	0.05	6	263.64916099	148.58504414285713	214037.07288064115	79
dynafun	axpy	6	linearfunctions-m22-vectors-v2-vectors-v2	166.6790025	LENOVO.20ERCTO1WW	168.75261875	168.59262008333334	1048576	20170919-0159	6	256	0.05	6	258.953543036	170.25762025000003	214037.07288064115	61
dynamap	axpy	7	linearfunctions-m22-vectors-v2-vectors-v2	163.7624077142857	LENOVO.20ERCTO1WW	165.90240728571428	166.1907277639509	1048576	20170919-0209	6	256	0.05	6	297.816269392	169.07734625	214037.07288064115	67
