algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
dynest	axpy	6	objects-m22-objects-v2-objects-v2	168.99236016666669	LENOVO.20ERCTO1WW	173.22951491666666	171.57071896940107	1048576	20170904-1910	6	256	0.05	6	263.521382966	173.90304895833336	215838.7289656073	67
instancefn	axpy	11	objects-m22-objects-v2-objects-v2	92.04849797727273	LENOVO.20ERCTO1WW	93.89003377272728	93.5363338803267	1048576	20170904-1920	6	256	0.05	6	263.392234207	95.1707039090909	215838.7289656073	127
nohierarchy	axpy	8	objects-m22-objects-v2-objects-v2	141.367253375	LENOVO.20ERCTO1WW	142.6928134375	142.73820866552737	1048576	20170904-1930	6	256	0.05	6	292.328812248	144.249849125	215838.7289656073	71
dynafun	axpy	7	objects-m22-objects-v2-objects-v2	148.81995814285713	LENOVO.20ERCTO1WW	150.98549785714286	150.0850997890625	1048576	20170904-1939	6	256	0.05	6	268.947583782	151.53400360714286	215838.7289656073	79
dynalin	axpy	3	objects-m22-objects-v2-objects-v2	429.6419990833334	LENOVO.20ERCTO1WW	442.4641716666667	438.38240284635424	1048576	20170904-1950	6	256	0.05	6	336.675732572	448.2422176666667	215838.7289656073	25
