algorithm	benchmark	containers	elements	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
protocols	diameter	objects	SetOf3	5	objects-SetOf3	203.430876	LENOVO.20ERCTO1WW	203.820746	204.232558	1048576	20210130-1726	6	50	0.05	6	51.0564661	204.833956	1200.0	741
instanceof	diameter	objects	SetOf3	31	objects-SetOf3	32.23962803225807	LENOVO.20ERCTO1WW	32.306404	32.377104774193555	1048576	20210130-1730	6	50	0.05	6	50.1808669	32.669676096774204	1200.0	5143
instancefn	diameter	objects	SetOf3	30	objects-SetOf3	33.8575226	LENOVO.20ERCTO1WW	34.0660376	34.028522200000005	1048576	20210130-1734	6	50	0.05	6	51.0436083	34.15671793333334	1200.0	4783
defmulti	diameter	objects	SetOf3	10	objects-SetOf3	106.1612015	LENOVO.20ERCTO1WW	107.195646	107.3265932	1048576	20210130-1738	6	50	0.05	6	53.6635056	108.57027350000001	1200.0	1296
hashmaps	diameter	objects	SetOf3	15	objects-SetOf3	65.59655593333335	LENOVO.20ERCTO1WW	66.19101593333333	66.10647793333334	1048576	20210130-1742	6	50	0.05	6	49.57942465	66.72338326666667	1200.0	2640
signatures	diameter	objects	SetOf3	15	objects-SetOf3	66.3850026	LENOVO.20ERCTO1WW	67.09137593333334	67.14595073333334	1048576	20210130-1746	6	50	0.05	6	50.36172965	67.83372360000001	1200.0	2724
nohierarchy	diameter	objects	SetOf3	22	objects-SetOf3	45.14852590909091	LENOVO.20ERCTO1WW	45.24848227272727	45.349306	1048576	20210130-1749	6	50	0.05	6	49.8846492	45.538509545454545	1200.0	3051
dynafun	diameter	objects	SetOf3	30	objects-SetOf3	34.329359266666664	LENOVO.20ERCTO1WW	34.45001426666666	34.46476113333333	1048576	20210130-1753	6	50	0.05	6	51.6947658	34.6590506	1200.0	4447
dynamap	diameter	objects	SetOf3	24	objects-SetOf3	44.19772091666667	LENOVO.20ERCTO1WW	44.583443833333334	44.63821833333334	1048576	20210130-1757	6	50	0.05	6	53.5626561	45.097885708333344	1200.0	3805
