algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	diameter	121	IntegerIntervals-integer_interval	8.162903867768597	LENOVO.20ERCTO1WW	8.211352450413223	8.218688797326964	1048576	20170906-1047	6	256	0.05	6	254.579348001	8.266458551652892	1200.0	1327
invokevirtual	diameter	122	IntegerIntervals-integer_interval	8.062059409836065	LENOVO.20ERCTO1WW	8.092880139344262	8.08174643503458	1048576	20170906-1054	6	256	0.05	6	252.408263002	8.10182356557377	1200.0	1276
invokeinterface	diameter	124	IntegerIntervals-integer_interval	8.057142346774194	LENOVO.20ERCTO1WW	8.093168370967742	8.077150493227068	1048576	20170906-1100	6	256	0.05	6	256.399874256	8.094916741935485	1200.0	1261
protocols	diameter	91	IntegerIntervals-integer_interval	11.082516791208791	LENOVO.20ERCTO1WW	11.11505471978022	11.10744142908654	1048576	20170906-1107	6	256	0.05	6	258.756745262	11.132192274725275	1200.0	1067
instanceof	diameter	118	IntegerIntervals-integer_interval	8.507551915254238	LENOVO.20ERCTO1WW	8.528194491525424	8.532657941803496	1048576	20170906-1114	6	256	0.05	6	257.753272249	8.553717648305085	1200.0	1217
instancefn	diameter	113	IntegerIntervals-integer_interval	8.898692194690266	LENOVO.20ERCTO1WW	8.921850451327433	8.93568471408324	1048576	20170906-1120	6	256	0.05	6	258.490514472	8.974177599557523	1200.0	1179
defmulti	diameter	14	IntegerIntervals-integer_interval	74.54838692857142	LENOVO.20ERCTO1WW	75.60140239285714	75.67109077901786	1048576	20170906-1127	6	256	0.05	6	271.197565158	76.791436625	1200.0	145
hashmaps	diameter	36	IntegerIntervals-integer_interval	27.520722388888892	LENOVO.20ERCTO1WW	27.930405625	27.85362611219618	1048576	20170906-1134	6	256	0.05	6	256.700393783	28.149051583333335	1200.0	373
signatures	diameter	35	IntegerIntervals-integer_interval	29.00191582857143	LENOVO.20ERCTO1WW	29.81869172857143	29.593906048214286	1048576	20170906-1141	6	256	0.05	6	265.156210388	30.106860457142858	1200.0	342
nohierarchy	diameter	65	IntegerIntervals-integer_interval	14.990651196153847	LENOVO.20ERCTO1WW	15.079006915384616	15.054597808112982	1048576	20170906-1147	6	256	0.05	6	250.510275451	15.124366461538463	1200.0	664
dynafun	diameter	97	IntegerIntervals-integer_interval	10.33229913402062	LENOVO.20ERCTO1WW	10.372525788659793	10.369921703205542	1048576	20170906-1154	6	256	0.05	6	257.505435518	10.414714912371133	1200.0	1101
dynamap	diameter	51	IntegerIntervals-integer_interval	19.679702490196078	LENOVO.20ERCTO1WW	20.19728594117647	20.11765725398284	1048576	20170906-1200	6	256	0.05	6	262.631482042	20.36618611764706	1200.0	519
