algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	diameter	32	IntegerIntervals-integer_interval	32.479409125000004	LENOVO.20ERCTO1WW	33.10930575	32.879963150937506	4194304	20170829-0246	6	100	0.05	6	105.216355793	33.171412810937504	1200.0	345
invokevirtual	diameter	31	IntegerIntervals-integer_interval	32.47693580645162	LENOVO.20ERCTO1WW	32.81533958064516	32.7156208683871	4194304	20170829-0250	6	100	0.05	6	101.418747059	32.93198519193548	1200.0	329
invokeinterface	diameter	31	IntegerIntervals-integer_interval	32.599371483870975	LENOVO.20ERCTO1WW	32.95370903225806	32.84385174225807	4194304	20170829-0255	6	100	0.05	6	101.812689721	33.20654722419356	1200.0	321
instanceof	diameter	31	IntegerIntervals-integer_interval	33.32006900000001	LENOVO.20ERCTO1WW	33.712456	33.75865026129033	4194304	20170829-0300	6	100	0.05	6	104.656006983	34.06715235483872	1200.0	297
defmulti	diameter	4	IntegerIntervals-integer_interval	287.950217	LENOVO.20ERCTO1WW	292.63971525	292.88144090000003	4194304	20170829-0305	6	100	0.05	6	117.147113941	297.90017127500005	1200.0	37
hashmaps	diameter	11	IntegerIntervals-integer_interval	98.76140281818182	LENOVO.20ERCTO1WW	101.82806136363637	101.09834696272726	4194304	20170829-0310	6	100	0.05	6	111.209763609	103.7441470909091	1200.0	99
nonvolatile	diameter	10	IntegerIntervals-integer_interval	99.22496773000002	LENOVO.20ERCTO1WW	102.67621525	101.83634889400001	4194304	20170829-0315	6	100	0.05	6	101.840473338	104.14761889500001	1200.0	99
signatures	diameter	9	IntegerIntervals-integer_interval	116.41643666666668	LENOVO.20ERCTO1WW	118.15792727777777	119.74791414555557	4194304	20170829-0320	6	100	0.05	6	107.770456989	123.3076253277778	1200.0	92
nohierarchy	diameter	16	IntegerIntervals-integer_interval	64.45311877812502	LENOVO.20ERCTO1WW	65.88827821875	65.74423554125	4194304	20170829-0324	6	100	0.05	6	105.186928843	66.837325425	1200.0	153
dynafun	diameter	16	IntegerIntervals-integer_interval	63.082788875000006	LENOVO.20ERCTO1WW	65.0508091875	64.647074083125	4194304	20170829-0329	6	100	0.05	6	103.439539982	65.971275225	1200.0	161
