algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	diameter	127	IntegerIntervals-integer_interval	7.875324858267716	LENOVO.20ERCTO1WW	7.914704456692913	7.901100286571113	1048576	20170923-1341	6	256	0.05	6	256.878628813	7.919534212598426	1200.0	42499
invokevirtual	diameter	127	IntegerIntervals-integer_interval	7.869028511811024	LENOVO.20ERCTO1WW	7.886097767716535	7.894286154435286	1048576	20170923-1353	6	256	0.05	6	256.658792218	7.919203992125985	1200.0	40807
invokeinterface	diameter	127	IntegerIntervals-integer_interval	7.874309086614174	LENOVO.20ERCTO1WW	7.8973064212598425	7.8984020776943895	1048576	20170923-1404	6	256	0.05	6	256.797020575	7.921386291338583	1200.0	36209
protocols	diameter	96	IntegerIntervals-integer_interval	10.499243562500002	LENOVO.20ERCTO1WW	10.52260159375	10.515874931193036	1048576	20170923-1415	6	256	0.05	6	258.439283733	10.536174239583335	1200.0	26521
instanceof	diameter	122	IntegerIntervals-integer_interval	8.212190573770492	LENOVO.20ERCTO1WW	8.256076803278688	8.233462758773054	1048576	20170923-1427	6	256	0.05	6	257.157178539	8.26308255327869	1200.0	34111
instancefn	diameter	114	IntegerIntervals-integer_interval	8.759032719298245	LENOVO.20ERCTO1WW	8.823203868421052	8.801536808045507	1048576	20170923-1438	6	256	0.05	6	256.869514092	8.843243254385966	1200.0	32641
defmulti	diameter	15	IntegerIntervals-integer_interval	69.34924326666666	LENOVO.20ERCTO1WW	70.3000173	70.11010886875	1048576	20170923-1450	6	256	0.05	6	269.226758693	70.76626313333334	1200.0	4409
hashmaps	diameter	40	IntegerIntervals-integer_interval	24.940574225000002	LENOVO.20ERCTO1WW	25.1132056	25.21987986875	1048576	20170923-1501	6	256	0.05	6	258.253177337	25.444259775000003	1200.0	11185
signatures	diameter	35	IntegerIntervals-integer_interval	28.645006657142858	LENOVO.20ERCTO1WW	28.882814757142857	28.971797713616073	1048576	20170923-1513	6	256	0.05	6	259.593565283	29.245913885714288	1200.0	9197
nohierarchy	diameter	68	IntegerIntervals-integer_interval	14.847233411764705	LENOVO.20ERCTO1WW	14.872438705882352	14.882632947897518	1048576	20170923-1524	6	256	0.05	6	259.077648191	14.915833393382353	1200.0	18157
dynafun	diameter	100	IntegerIntervals-integer_interval	10.0265885775	LENOVO.20ERCTO1WW	10.033314055	10.05145552359375	1048576	20170923-1535	6	256	0.05	6	257.318997248	10.06941662	1200.0	27553
dynamap	diameter	53	IntegerIntervals-integer_interval	19.104339943396226	LENOVO.20ERCTO1WW	19.13058258490566	19.151893433446343	1048576	20170923-1547	6	256	0.05	6	259.853182569	19.19919949528302	1200.0	15373
