algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokeinterface	diameter	84	Sets-IntervalOf2	11.775240273809525	LENOVO.20ERCTO1WW	12.03257906547619	11.97683262076823	1048576	20170906-1207	6	256	0.05	6	257.541872328	12.08158398809524	1200.0	871
protocols	diameter	7	Sets-IntervalOf2	144.73223	LENOVO.20ERCTO1WW	146.26398114285715	145.78742245647322	1048576	20170906-1214	6	256	0.05	6	261.249436416	146.68594535714286	1200.0	79
instanceof	diameter	67	Sets-IntervalOf2	15.004869141791044	LENOVO.20ERCTO1WW	15.058592880597015	15.115138800722947	1048576	20170906-1220	6	256	0.05	6	259.249595581	15.33110328358209	1200.0	781
instancefn	diameter	62	Sets-IntervalOf2	16.32655833870968	LENOVO.20ERCTO1WW	16.345441870967743	16.412583517074097	1048576	20170906-1227	6	256	0.05	6	260.472455691	16.464367459677423	1200.0	685
defmulti	diameter	12	Sets-IntervalOf2	82.44397275000001	LENOVO.20ERCTO1WW	83.6340635	83.58265567350261	1048576	20170906-1234	6	256	0.05	6	256.76772956	84.53009208333334	1200.0	133
hashmaps	diameter	22	Sets-IntervalOf2	46.811104909090915	LENOVO.20ERCTO1WW	47.602923090909094	47.3384150143821	1048576	20170906-1240	6	256	0.05	6	266.616448526	47.84010886363636	1200.0	226
signatures	diameter	21	Sets-IntervalOf2	47.227144797619054	LENOVO.20ERCTO1WW	47.72778683333333	47.88074027715774	1048576	20170906-1247	6	256	0.05	6	257.405623127	48.52831057142858	1200.0	211
nohierarchy	diameter	34	Sets-IntervalOf2	29.888388117647057	LENOVO.20ERCTO1WW	29.961783647058823	29.97089788258272	1048576	20170906-1254	6	256	0.05	6	260.864435663	30.046829889705883	1200.0	343
dynafun	diameter	31	Sets-IntervalOf2	32.57490293548388	LENOVO.20ERCTO1WW	32.70483190322581	32.80910685370464	1048576	20170906-1300	6	256	0.05	6	260.371654501	33.06175132258065	1200.0	337
dynamap	diameter	31	Sets-IntervalOf2	32.767179000000006	LENOVO.20ERCTO1WW	32.97460656451613	32.942039680065534	1048576	20170906-1307	6	256	0.05	6	261.426059492	33.11801663709678	1200.0	349
