algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
protocols	diameter	6	objects-SetOf7	192.6498505	LENOVO.20ERCTO1WW	193.9004325	194.48287045703128	1048576	20170921-1042	6	256	0.05	6	298.733853297	196.11751700000002	1200.0	1471
instanceof	diameter	30	objects-SetOf7	34.43175956666667	LENOVO.20ERCTO1WW	34.5285192	34.53876064973959	1048576	20170921-1054	6	256	0.05	6	265.260692527	34.640692333333334	1200.0	9049
instancefn	diameter	25	objects-SetOf7	39.874433720000006	LENOVO.20ERCTO1WW	40.2620801	40.1444210584375	1048576	20170921-1106	6	256	0.05	6	256.925811808	40.398059	1200.0	7627
defmulti	diameter	11	objects-SetOf7	98.61517218181818	LENOVO.20ERCTO1WW	99.19398954545454	100.20076034339488	1048576	20170921-1117	6	256	0.05	6	282.164745251	101.51855827272728	1200.0	2796
hashmaps	diameter	16	objects-SetOf7	64.01662300000001	LENOVO.20ERCTO1WW	63.800634625	65.02106735205078	1048576	20170921-1129	6	256	0.05	6	266.327564948	65.854370671875	1200.0	4276
signatures	diameter	15	objects-SetOf7	67.93946693333334	LENOVO.20ERCTO1WW	69.84614243333333	69.26881517291666	1048576	20170921-1141	6	256	0.05	6	265.996553393	70.50673366666666	1200.0	4513
nohierarchy	diameter	19	objects-SetOf7	54.26039378947369	LENOVO.20ERCTO1WW	55.032682736842105	54.84968276459705	1048576	20170921-1153	6	256	0.05	6	266.788545907	55.422565157894745	1200.0	5887
dynafun	diameter	21	objects-SetOf7	49.54478707142858	LENOVO.20ERCTO1WW	49.826578714285716	50.15370626915923	1048576	20170921-1205	6	256	0.05	6	269.631829631	50.74295176190476	1200.0	5726
dynamap	diameter	21	objects-SetOf7	48.54617179761905	LENOVO.20ERCTO1WW	49.51099847619047	49.10890739880953	1048576	20170921-1217	6	256	0.05	6	264.006224185	49.69192353571429	1200.0	6535
