algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	intersects	61	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.529355278688527	LENOVO.20ERCTO1WW	16.67389393442623	16.637039309362194	1048576	20170919-1953	6	256	0.05	6	259.806365282	16.777726819672132	4173887.0	1341
invokevirtual	intersects	61	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.198083622950822	LENOVO.20ERCTO1WW	16.33452175409836	16.30366293756404	1048576	20170919-2001	6	256	0.05	6	254.604811407	16.531902000000002	4173887.0	742
invokeinterface	intersects	61	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.28052042213115	LENOVO.20ERCTO1WW	16.375891114754097	16.351973107838116	1048576	20170919-2009	6	256	0.05	6	255.355331975	16.439143786885246	4173887.0	611
protocols	intersects	49	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	20.376226	LENOVO.20ERCTO1WW	20.517238724489797	20.503662978555486	1048576	20170919-2017	6	256	0.05	6	257.196869348	20.62127444897959	4173887.0	497
instanceof	intersects	62	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.40770691532258	LENOVO.20ERCTO1WW	16.532110072580647	16.48714078383317	1048576	20170919-2025	6	256	0.05	6	261.683428459	16.578019040322584	4173887.0	625
instancefn	intersects	51	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	19.655741450980393	LENOVO.20ERCTO1WW	19.739448009803922	19.796314828967525	1048576	20170919-2033	6	256	0.05	6	258.460393209	19.926006352941176	4173887.0	507
defmulti	intersects	3	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	473.8115620000001	LENOVO.20ERCTO1WW	475.1241988333333	476.3465790729167	1048576	20170919-2043	6	256	0.05	6	365.839405395	479.08362566666676	4173887.0	21
hashmaps	intersects	15	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	70.13165633333334	LENOVO.20ERCTO1WW	72.66847303333333	72.07549580182291	1048576	20170919-2051	6	256	0.05	6	276.755880422	73.8728146	4173887.0	155
signatures	intersects	19	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	53.38203321052632	LENOVO.20ERCTO1WW	53.75674334210526	54.53606164843751	1048576	20170919-2059	6	256	0.05	6	265.25014657	55.67975971052632	4173887.0	190
nohierarchy	intersects	35	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	28.85998072857143	LENOVO.20ERCTO1WW	29.23749964285714	29.111109115736607	1048576	20170919-2107	6	256	0.05	6	260.826482866	29.352353085714288	4173887.0	349
dynafun	intersects	51	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	19.50968674509804	LENOVO.20ERCTO1WW	19.589975362745097	19.640865079810048	1048576	20170919-2116	6	256	0.05	6	256.425449612	19.77826412745098	4173887.0	494
dynamap	intersects	39	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	25.747500442307693	LENOVO.20ERCTO1WW	26.52272073076923	26.226850587840545	1048576	20170919-2124	6	256	0.05	6	261.838648313	26.59507773717949	4173887.0	397
