algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	intersects	61	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.2124431147541	LENOVO.20ERCTO1WW	16.290423237704918	16.396644641841704	1048576	20170923-2153	6	256	0.05	6	256.050488825	16.658772295081967	4173887.0	24976
invokevirtual	intersects	62	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.15162777419355	LENOVO.20ERCTO1WW	16.168452701612903	16.226306715032766	1048576	20170923-2205	6	256	0.05	6	257.547322513	16.315440685483875	4173887.0	17031
invokeinterface	intersects	62	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.12721235483871	LENOVO.20ERCTO1WW	16.224788701612905	16.20171469197329	1048576	20170923-2218	6	256	0.05	6	257.152717769	16.269963967741937	4173887.0	18171
protocols	intersects	51	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	19.77394543137255	LENOVO.20ERCTO1WW	19.842046225490197	19.88036404204963	1048576	20170923-2230	6	256	0.05	6	259.558350557	19.98158706372549	4173887.0	14033
instanceof	intersects	62	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.282045209677424	LENOVO.20ERCTO1WW	16.41459776612903	16.367076684601816	1048576	20170923-2244	6	256	0.05	6	259.777994982	16.469520661290325	4173887.0	22097
instancefn	intersects	52	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	19.36819223076923	LENOVO.20ERCTO1WW	19.530033153846155	19.479620037560096	1048576	20170923-2256	6	256	0.05	6	259.318269415	19.6098403125	4173887.0	14617
defmulti	intersects	3	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	453.70817533333343	LENOVO.20ERCTO1WW	454.6123805	457.53100035026046	1048576	20170923-2311	6	256	0.05	6	351.376662155	463.36798341666673	4173887.0	685
hashmaps	intersects	14	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	72.48404176785714	LENOVO.20ERCTO1WW	73.97541528571429	74.44329805106027	1048576	20170923-2323	6	256	0.05	6	266.806690371	76.24396435714286	4173887.0	4131
signatures	intersects	19	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	52.89677015789474	LENOVO.20ERCTO1WW	53.73634207894737	54.03272358162007	1048576	20170923-2336	6	256	0.05	6	262.820688644	55.03426884210527	4173887.0	5139
nohierarchy	intersects	34	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	29.152512367647056	LENOVO.20ERCTO1WW	29.424772529411765	29.468762055261948	1048576	20170923-2348	6	256	0.05	6	256.49847055	29.77583408088235	4173887.0	10057
dynafun	intersects	52	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	19.380717326923076	LENOVO.20ERCTO1WW	19.475504105769232	19.501771998647836	1048576	20170924-0000	6	256	0.05	6	259.61451653	19.66148353846154	4173887.0	14128
dynamap	intersects	39	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	25.508058051282056	LENOVO.20ERCTO1WW	25.925846423076923	25.786806916366185	1048576	20170924-0013	6	256	0.05	6	257.457243446	26.046431455128207	4173887.0	11005
