algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	intersects	15	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	68.34354726666666	LENOVO.20ERCTO1WW	68.58509373333334	69.43262014933333	4194304	20170829-0935	6	100	0.05	6	104.138205589	72.82763674333334	16698165	553
invokevirtual	intersects	15	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	68.03857940333333	LENOVO.20ERCTO1WW	68.57822573333333	68.52771163266668	4194304	20170829-0942	6	100	0.05	6	102.792409477	68.98619995000001	16698165	208
invokeinterface	intersects	15	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	66.3856238	LENOVO.20ERCTO1WW	66.49635033333334	67.05784757133334	4194304	20170829-0948	6	100	0.05	6	100.587590406	67.87273146666666	16698165	169
instanceof	intersects	15	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	66.87092919999999	LENOVO.20ERCTO1WW	66.97010776666667	69.03146988	4194304	20170829-0955	6	100	0.05	6	103.540886148	70.76652576333333	16698165	161
defmulti	intersects	1	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	1926.466827	LENOVO.20ERCTO1WW	1999.101082	1943.4683414700003	4194304	20170829-1004	6	100	0.05	6	194.337561996	1960.1621644000002	16698165	6
hashmaps	intersects	4	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	282.60522125000006	LENOVO.20ERCTO1WW	284.439611875	288.08368975250005	4194304	20170829-1011	6	100	0.05	6	115.216456665	295.59044908749996	16698165	36
nonvolatile	intersects	4	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	291.44395625000004	LENOVO.20ERCTO1WW	300.63651425	298.57350611250007	4194304	20170829-1018	6	100	0.05	6	119.428490404	308.7512845	16698165	37
signatures	intersects	4	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	257.47969175000003	LENOVO.20ERCTO1WW	271.2538965	265.352165945	4194304	20170829-1025	6	100	0.05	6	106.145021816	274.41113475000003	16698165	43
nohierarchy	intersects	9	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	121.17917322222223	LENOVO.20ERCTO1WW	123.73165361111111	124.59659132555558	4194304	20170829-1032	6	100	0.05	6	112.136972673	128.73815706666667	16698165	92
dynafun	intersects	8	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	120.69901175	LENOVO.20ERCTO1WW	124.4228815	125.09113688750001	4194304	20170829-1039	6	100	0.05	6	100.070414059	129.14983173125	16698165	79
