algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	intersects	60	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.8159486625	LENOVO.20ERCTO1WW	16.821266783333332	16.866691460807292	1048576	20170906-1618	6	256	0.05	6	259.071179968	17.042652858333334	4173887	591
invokevirtual	intersects	60	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.717633183333334	LENOVO.20ERCTO1WW	16.756406891666668	16.810216573372397	1048576	20170906-1626	6	256	0.05	6	258.171137929	16.9824167125	4173887	601
invokeinterface	intersects	59	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	16.761392148305085	LENOVO.20ERCTO1WW	16.789634118644067	16.800852687897248	1048576	20170906-1634	6	256	0.05	6	253.756764505	16.827776288135595	4173887	617
protocols	intersects	46	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	22.18704784782609	LENOVO.20ERCTO1WW	22.305157847826088	22.26638783381454	1048576	20170906-1642	6	256	0.05	6	262.211011428	22.349273211956525	4173887	481
instanceof	intersects	58	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	17.283402155172418	LENOVO.20ERCTO1WW	17.415447870689654	17.41196001043912	1048576	20170906-1650	6	256	0.05	6	258.485491251	17.455929564655175	4173887	589
instancefn	intersects	48	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	20.898728687500004	LENOVO.20ERCTO1WW	21.063028458333335	21.056076552246097	1048576	20170906-1658	6	256	0.05	6	258.735332486	21.309671843750003	4173887	493
defmulti	intersects	3	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	449.6607863333334	LENOVO.20ERCTO1WW	463.0496445	452.77715598828127	1048576	20170906-1707	6	256	0.05	6	347.727841571	456.0927426666667	4173887	25
hashmaps	intersects	15	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	70.35922588333334	LENOVO.20ERCTO1WW	71.4098996	71.734056759375	1048576	20170906-1715	6	256	0.05	6	275.457813409	72.86663511666667	4173887	153
signatures	intersects	18	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	55.355105333333334	LENOVO.20ERCTO1WW	55.73379655555556	56.52382512261285	1048576	20170906-1723	6	256	0.05	6	260.472849573	57.75956772222222	4173887	193
nohierarchy	intersects	32	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	31.270544562500003	LENOVO.20ERCTO1WW	31.497569734375	31.61336665808106	1048576	20170906-1731	6	256	0.05	6	258.975557146	31.929298210937507	4173887	342
dynafun	intersects	50	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	20.270817320000003	LENOVO.20ERCTO1WW	20.33012387	20.35019411390625	1048576	20170906-1739	6	256	0.05	6	260.481612729	20.424903850000003	4173887	514
dynamap	intersects	37	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	26.332236432432435	LENOVO.20ERCTO1WW	26.657582675675677	26.686580282200172	1048576	20170906-1747	6	256	0.05	6	252.778439565	26.984801567567573	4173887	378
