algorithm	benchmark	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
invokestatic	intersects	62	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	15.84824855241936	LENOVO.20ERCTO1WW	15.867133564516129	16.025677115990426	1048576	20170921-1323	6	256	0.05	6	254.36703207	16.281315709677422	4173887.0	24961
invokevirtual	intersects	64	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	15.792537328125002	LENOVO.20ERCTO1WW	15.8154475703125	15.838735780151367	1048576	20170921-1336	6	256	0.05	6	259.50207932	15.88315690625	4173887.0	17458
invokeinterface	intersects	64	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	15.827340722656249	LENOVO.20ERCTO1WW	15.88452728125	15.868616160888672	1048576	20170921-1348	6	256	0.05	6	259.992095691	15.906205312500001	4173887.0	18525
protocols	intersects	52	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	19.25568375	LENOVO.20ERCTO1WW	19.35358066346154	19.329957565429687	1048576	20170921-1400	6	256	0.05	6	257.319334639	19.400486576923075	4173887.0	14416
instanceof	intersects	56	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	18.056500455357146	LENOVO.20ERCTO1WW	18.08413576785714	19.010954489327567	1048576	20170921-1414	6	256	0.05	6	272.370215859	25.145933142857142	4173887.0	19381
instancefn	intersects	48	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	18.642381354166666	LENOVO.20ERCTO1WW	18.728166645833333	19.590494383219404	1048576	20170921-1426	6	256	0.05	6	240.629004031	21.802287312500003	4173887.0	13153
defmulti	intersects	3	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	442.0024363333334	LENOVO.20ERCTO1WW	445.7642711666667	448.2109959817709	1048576	20170921-1441	6	256	0.05	6	344.231892051	455.31782733333335	4173887.0	661
hashmaps	intersects	14	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	71.06944528571428	LENOVO.20ERCTO1WW	75.35221875	74.39228167382812	1048576	20170921-1453	6	256	0.05	6	266.612246365	76.70847307142857	4173887.0	3809
signatures	intersects	19	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	54.749783684210534	LENOVO.20ERCTO1WW	56.137619868421055	55.87565091817435	1048576	20170921-1506	6	256	0.05	6	271.780545617	57.02364817105264	4173887.0	4922
nohierarchy	intersects	35	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	28.537480428571428	LENOVO.20ERCTO1WW	28.92615305714286	28.799324497879464	1048576	20170921-1518	6	256	0.05	6	258.043795294	29.052168114285717	4173887.0	10249
dynafun	intersects	53	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	19.17021458490566	LENOVO.20ERCTO1WW	19.281621886792454	19.251955440374413	1048576	20170921-1531	6	256	0.05	6	261.211836204	19.337382306603775	4173887.0	15169
dynamap	intersects	41	IntegerIntervals-integer_interval-IntegerIntervals-integer_interval	24.484362451219514	LENOVO.20ERCTO1WW	24.580969402439024	24.701011408917687	1048576	20170921-1543	6	256	0.05	6	259.260977366	24.89144317073171	4173887.0	11607
